node_index,latitude,longitude,elevation,temperature_2m,relative_humidity_2m,apparent_temperature,wind_speed_10m,wind_direction_10m,wind_gusts_10m,precipitation,rain,cloud_cover,pressure_msl,surface_pressure
0,30.625,76.75,311,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,964.0604248
1,30.75,76.75,314,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.348938
2,30.75,76.75,313,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.4569092
3,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
4,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
5,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
6,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
7,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
8,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
9,30.75,76.75,315,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.2409668
10,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
11,30.75,76.75,317,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.0247803
12,30.75,76.75,317,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.0247803
13,30.75,76.75,316,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.1326904
14,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
15,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
16,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
17,30.75,76.75,316,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.1326904
18,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
19,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
20,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
21,30.75,76.75,315,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.2409668
22,30.75,76.75,315,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.2409668
23,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
24,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
25,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
26,30.75,76.75,315,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.2409668
27,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
28,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
29,30.75,76.75,315,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.2409668
30,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
31,30.75,76.75,315,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.2409668
32,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
33,30.75,76.75,317,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.0247803
34,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
35,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
36,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
37,30.75,76.75,317,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.0247803
38,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
39,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
40,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
41,30.75,76.75,317,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.0247803
42,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
43,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
44,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
45,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
46,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
47,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
48,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
49,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
50,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
51,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
52,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
53,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
54,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
55,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
56,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
57,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
58,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
59,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
60,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
61,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
62,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
63,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
64,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
65,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
66,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
67,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
68,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
69,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
70,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
71,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
72,30.625,76.75,311,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,964.0604248
73,30.625,76.75,312,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.9524536
74,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
75,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
76,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
77,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
78,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
79,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
80,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
81,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
82,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
83,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
84,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
85,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
86,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
87,30.625,76.75,314,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.736084
88,30.625,76.75,310,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,964.1686401
89,30.625,76.75,313,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.8442993
90,30.625,76.75,315,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.6281738
91,30.625,76.75,310,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,964.1686401
92,30.625,76.75,314,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.736084
93,30.625,76.75,315,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.6281738
94,30.625,76.75,311,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,964.0604248
95,30.625,76.75,314,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.736084
96,30.625,76.75,313,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.8442993
97,30.625,76.75,318,29.35000038,72,34.97525024,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.2982178
98,30.625,76.75,317,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.4121094
99,30.625,76.75,312,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.9524536
100,30.625,76.75,316,29.39999962,72,35.05466461,2.276839733,288.4350281,15.84000015,0,0,100,998.4000244,963.5199585
101,30.75,76.75,316,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.1326904
102,30.75,76.75,316,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.1326904
103,30.75,76.75,317,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.0247803
104,30.75,76.75,317,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.0247803
105,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
106,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
107,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
108,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
109,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
110,30.75,76.75,316,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.1326904
111,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
112,30.75,76.75,315,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.2409668
113,30.75,76.75,317,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.0247803
114,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
115,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
116,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
117,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
118,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
119,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
120,30.75,76.75,317,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.0247803
121,30.75,76.75,313,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.4569092
122,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
123,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
124,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
125,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
126,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
127,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
128,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
129,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
130,30.75,76.75,321,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.5874023
131,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
132,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
133,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
134,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
135,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
136,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
137,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
138,30.75,76.75,316,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.1326904
139,30.75,76.75,321,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.5874023
140,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
141,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
142,30.75,76.75,316,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.1326904
143,30.75,76.75,316,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.1326904
144,30.75,76.75,316,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.1326904
145,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
146,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
147,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
148,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
149,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
150,30.75,76.75,317,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.0247803
151,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
152,30.75,76.75,316,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.1326904
153,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
154,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
155,30.75,76.75,315,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,964.2409668
156,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
157,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
158,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
159,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
160,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
161,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
162,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
163,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
164,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
165,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
166,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
167,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
168,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
169,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
170,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
171,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
172,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
173,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
174,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
175,30.75,76.75,318,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.9169312
176,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
177,30.75,76.75,319,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.80896
178,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
179,30.75,76.75,321,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.5874023
180,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
181,30.75,76.75,321,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.5874023
182,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
183,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
184,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
185,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
186,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
187,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
188,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
189,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
190,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
191,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
192,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
193,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
194,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
195,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
196,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
197,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
198,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
199,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
200,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
201,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
202,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
203,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
204,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
205,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
206,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
207,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
208,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
209,30.75,76.75,320,29.70000076,65,34.40672302,3.054701328,135.0001068,11.15999889,0,0,100,999,963.7011108
210,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
211,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
212,30.75,76.75,324,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.2634277
213,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
214,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
215,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
216,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
217,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
218,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
219,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
220,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
221,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
222,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
223,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
224,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
225,30.75,76.75,323,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.3712769
226,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
227,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
228,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
229,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
230,30.75,76.75,327,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,962.9395752
231,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
232,30.75,76.75,322,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.479187
233,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
234,30.75,76.75,326,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.0476685
235,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
236,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
237,30.75,76.75,325,29.64999962,65,34.32976532,3.054701328,135.0001068,11.15999889,0,0,100,999,963.1555786
